timepoint;subjectID;run;mapping;condition;.groups;pHit.pFa_DT;outlier_DT;pHit.pFa_ST;outlier_ST;Sex;AgeToday
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;1;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;comp;compInterv;2;1;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;1;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;1;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;comp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;1;0.8;FALSE;0.9;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;101;2;incomp;compInterv;2;0.9;FALSE;1;FALSE;diverse;30
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;1;0.9;FALSE;1;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;comp;incompInterv;2;0.95;FALSE;0.9;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;1;0.85;FALSE;0.6;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;1;incomp;incompInterv;2;1;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;1;0.95;FALSE;0.95;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;comp;incompInterv;2;0.51;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;1;0.55;FALSE;1;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;102;2;incomp;incompInterv;2;0.75;FALSE;0.8;FALSE;male;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;1;0.9;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;comp;compInterv;2;0.8;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;1;0.4;FALSE;0.9;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;1;incomp;compInterv;2;0.5;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;1;0.7;FALSE;0.65;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;comp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;1;0.06;TRUE;0.8;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;103;2;incomp;compInterv;2;0.6;FALSE;1;FALSE;female;26
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;1;0.6;FALSE;1;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;comp;incompInterv;2;0.9;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;1;0.95;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;1;incomp;incompInterv;2;1;FALSE;0.9;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;1;0.95;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;comp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;1;0.9;FALSE;0.9;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;104;2;incomp;incompInterv;2;1;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;1;0.75;FALSE;0.9;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;comp;compInterv;2;0.35;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;1;0.4;FALSE;1;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;1;incomp;compInterv;2;0.41;FALSE;0.75;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;1;0.61;FALSE;1;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;comp;compInterv;2;0.45;FALSE;0.71;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;1;0.16;FALSE;0.8;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;105;2;incomp;compInterv;2;0.55;FALSE;0.95;FALSE;male;22
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;1;0.25;FALSE;0.55;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;comp;incompInterv;2;0.62;FALSE;0.71;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;1;0.22;FALSE;0.63;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
post;106;1;incomp;incompInterv;2;0.11;TRUE;0.82;FALSE;male;27
